Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Total_Amount,Month,Age_Group,Customer_Segment
287,2025-08-15,CUST4629,Female,62,Beauty,4,444.11,1776.44,1776.44,8,50+,1
288,2025-04-22,CUST5225,Female,18,Electronics,3,149.9,449.7000000000001,449.70000000000005,4,<18,0
289,2025-04-09,CUST4067,Female,57,Home Decor,4,113.2,452.8,452.8,4,50+,0
290,2025-06-02,CUST6941,Female,61,Home Decor,5,247.73,1238.65,1238.6499999999999,6,50+,2
291,2025-12-15,CUST2386,Female,36,Beauty,2,23.52,47.04,47.04,12,36-50,0
292,2025-12-04,CUST3866,Female,29,Electronics,1,32.39,32.39,32.39,12,26-35,0
293,2025-07-13,CUST5788,Male,25,Electronics,4,285.58,1142.32,1142.32,7,18-25,2
294,2025-11-06,CUST6490,Female,25,Beauty,4,269.82,1079.28,1079.28,11,18-25,2
295,2025-06-12,CUST5124,Male,62,Clothing,3,497.4,1492.1999999999998,1492.1999999999998,6,50+,1
296,2025-07-27,CUST9340,Male,29,Electronics,5,116.88,584.4,584.4,7,26-35,0
297,2025-06-18,CUST4850,Female,65,Clothing,3,143.89,431.67,431.66999999999996,6,50+,0
298,2025-06-10,CUST6415,Female,50,Electronics,3,74.5,223.5,223.5,6,36-50,0
299,2025-03-09,CUST8679,Male,62,Electronics,5,460.42,2302.1,2302.1,3,50+,1
300,2025-10-16,CUST7819,Female,43,Electronics,1,393.35,393.35,393.35,10,36-50,0
301,2025-10-04,CUST9378,Female,56,Electronics,3,414.72,1244.16,1244.16,10,50+,2
302,2025-10-31,CUST2333,Male,45,Home Decor,3,453.33,1359.99,1359.99,10,36-50,2
303,2025-05-15,CUST5150,Male,22,Clothing,4,271.95,1087.8,1087.8,5,18-25,2
304,2025-07-14,CUST7766,Male,25,Clothing,5,236.57,1182.85,1182.85,7,18-25,2
305,2025-05-08,CUST3711,Female,42,Electronics,2,178.59,357.18,357.18,5,36-50,0
306,2025-02-02,CUST5853,Male,44,Electronics,1,302.82,302.82,302.82,2,36-50,0
307,2025-06-25,CUST7212,Female,63,Clothing,1,238.05,238.05,238.05,6,50+,0
308,2025-01-22,CUST8479,Male,40,Home Decor,5,236.75,1183.75,1183.75,1,36-50,2
309,2025-08-26,CUST6408,Male,47,Beauty,4,469.73,1878.92,1878.92,8,36-50,1
310,2025-06-07,CUST8715,Male,62,Beauty,4,492.34,1969.36,1969.36,6,50+,1
311,2025-02-07,CUST9942,Female,64,Clothing,5,402.31,2011.55,2011.55,2,50+,1
312,2025-08-18,CUST2762,Female,40,Electronics,4,383.24,1532.96,1532.96,8,36-50,1
313,2025-12-31,CUST8101,Male,66,Electronics,1,346.67,346.67,346.67,12,50+,0
314,2025-02-20,CUST8674,Male,64,Home Decor,1,99.72,99.72,99.72,2,50+,0
315,2025-09-21,CUST7122,Male,37,Beauty,2,48.37,96.74,96.74,9,36-50,0
316,2025-10-10,CUST1481,Female,35,Home Decor,5,351.55,1757.75,1757.75,10,26-35,1
317,2025-01-27,CUST1153,Male,35,Beauty,3,369.82,1109.46,1109.46,1,26-35,2
318,2025-08-14,CUST8617,Female,19,Clothing,3,42.55,127.65,127.64999999999999,8,18-25,0
319,2025-10-04,CUST2524,Male,21,Beauty,2,465.46,930.92,930.92,10,18-25,2
320,2025-10-13,CUST3120,Male,47,Home Decor,2,63.75,127.5,127.5,10,36-50,0
321,2025-04-07,CUST3343,Male,50,Home Decor,4,157.23,628.92,628.92,4,36-50,0
322,2025-10-11,CUST6136,Male,53,Home Decor,2,342.75,685.5,685.5,10,50+,2
323,2025-11-13,CUST6760,Male,35,Clothing,2,101.54,203.08,203.08,11,26-35,0
324,2025-10-31,CUST2240,Male,54,Beauty,3,46.6,139.8,139.8,10,50+,0
325,2025-05-27,CUST1060,Female,36,Beauty,4,178.95,715.8,715.8,5,36-50,2
326,2025-01-04,CUST2639,Male,64,Home Decor,2,387.67,775.34,775.34,1,50+,2
327,2025-02-04,CUST7185,Female,45,Beauty,2,218.57,437.14,437.14,2,36-50,0
328,2025-07-11,CUST8970,Male,57,Electronics,4,333.43,1333.72,1333.72,7,50+,2
329,2025-02-18,CUST2252,Male,37,Electronics,5,298.22,1491.1,1491.1000000000001,2,36-50,1
330,2025-01-17,CUST5203,Female,66,Electronics,4,30.66,122.64,122.64,1,50+,0
331,2025-06-21,CUST9363,Male,50,Beauty,3,494.5,1483.5,1483.5,6,36-50,1
332,2025-08-08,CUST4549,Female,29,Clothing,5,39.89,199.45,199.45,8,26-35,0
333,2025-06-07,CUST5197,Female,68,Clothing,1,484.55,484.55,484.55,6,50+,0
334,2025-02-15,CUST8009,Male,32,Clothing,4,283.93,1135.72,1135.72,2,26-35,2
335,2025-01-06,CUST7667,Female,58,Clothing,3,482.32,1446.96,1446.96,1,50+,1
336,2025-04-09,CUST3322,Female,56,Electronics,5,75.08,375.4,375.4,4,50+,0
337,2025-08-21,CUST5090,Male,19,Electronics,4,255.4,1021.6,1021.6,8,18-25,2
338,2025-02-06,CUST7960,Female,46,Home Decor,2,101.36,202.72,202.72,2,36-50,0
339,2025-10-07,CUST4004,Male,58,Beauty,4,44.47,177.88,177.88,10,50+,0
340,2025-12-15,CUST6136,Male,27,Beauty,1,316.41,316.41,316.41,12,26-35,0
341,2025-10-29,CUST1329,Male,19,Clothing,4,119.74,478.96,478.96,10,18-25,0
342,2025-06-30,CUST4640,Male,68,Electronics,5,302.09,1510.4499999999998,1510.4499999999998,6,50+,1
343,2025-04-05,CUST8982,Female,28,Clothing,5,73.93,369.65,369.65000000000003,4,26-35,0
344,2025-04-09,CUST5107,Male,30,Home Decor,4,179.35,717.4,717.4,4,26-35,2
345,2025-07-07,CUST2341,Male,27,Beauty,5,395.18,1975.9,1975.9,7,26-35,1
346,2025-04-26,CUST9407,Female,31,Beauty,2,229.78,459.56,459.56,4,26-35,0
347,2025-07-10,CUST1338,Male,35,Clothing,4,321.32,1285.28,1285.28,7,26-35,2
348,2025-09-10,CUST6895,Male,68,Home Decor,2,330.78,661.56,661.56,9,50+,2
349,2025-06-10,CUST3708,Female,26,Beauty,2,425.0,850.0,850.0,6,26-35,2
350,2025-09-13,CUST2750,Female,56,Home Decor,3,175.96,527.88,527.88,9,50+,0
351,2025-11-19,CUST6604,Female,45,Home Decor,4,349.9,1399.6,1399.6,11,36-50,2
352,2025-05-08,CUST3421,Female,20,Clothing,5,481.58,2407.9,2407.9,5,18-25,1
353,2025-01-18,CUST8119,Female,37,Electronics,2,370.52,741.04,741.04,1,36-50,2
354,2025-10-08,CUST9901,Female,23,Clothing,3,255.14,765.42,765.42,10,18-25,2
355,2025-08-11,CUST6319,Female,44,Electronics,4,322.74,1290.96,1290.96,8,36-50,2
356,2025-02-23,CUST7609,Male,19,Home Decor,4,375.05,1500.2,1500.2,2,18-25,1
357,2025-02-27,CUST6387,Female,46,Electronics,1,313.89,313.89,313.89,2,36-50,0
358,2025-11-19,CUST4993,Female,55,Home Decor,1,28.0,28.0,28.0,11,50+,0
359,2025-12-26,CUST9680,Female,20,Beauty,2,113.49,226.98,226.98,12,18-25,0
360,2025-06-23,CUST9044,Male,33,Beauty,1,409.02,409.02,409.02,6,26-35,0
361,2025-10-07,CUST9238,Male,47,Beauty,2,150.87,301.74,301.74,10,36-50,0
362,2025-04-24,CUST5873,Female,57,Clothing,5,371.15,1855.75,1855.75,4,50+,1
363,2025-10-15,CUST5806,Female,19,Clothing,2,198.62,397.24,397.24,10,18-25,0
364,2025-12-08,CUST9592,Female,34,Home Decor,1,270.5,270.5,270.5,12,26-35,0
365,2025-05-31,CUST6913,Male,58,Beauty,5,52.63,263.15000000000003,263.15000000000003,5,50+,0
366,2025-05-07,CUST8124,Male,29,Clothing,1,106.99,106.99,106.99,5,26-35,0
367,2025-06-04,CUST4157,Female,52,Beauty,2,479.45,958.9,958.9,6,50+,2
368,2025-09-30,CUST1390,Male,60,Clothing,3,447.27,1341.81,1341.81,9,50+,2
369,2025-04-14,CUST5430,Female,18,Electronics,4,333.09,1332.36,1332.36,4,<18,2
370,2025-10-26,CUST9820,Male,62,Electronics,1,240.63,240.63,240.63,10,50+,0
371,2025-09-03,CUST8686,Male,32,Beauty,2,344.37,688.74,688.74,9,26-35,2
372,2025-06-25,CUST5232,Female,43,Home Decor,5,316.93,1584.65,1584.65,6,36-50,1
373,2025-02-08,CUST9007,Female,54,Clothing,1,292.91,292.91,292.91,2,50+,0
374,2025-06-19,CUST2521,Female,38,Clothing,1,48.4,48.4,48.4,6,36-50,0
375,2025-09-04,CUST2500,Female,66,Electronics,4,323.75,1295.0,1295.0,9,50+,2
376,2025-01-26,CUST7737,Male,48,Electronics,2,389.08,778.16,778.16,1,36-50,2
377,2025-12-21,CUST4294,Male,42,Home Decor,3,497.16,1491.48,1491.48,12,36-50,1
378,2025-11-02,CUST6085,Male,40,Home Decor,5,25.32,126.6,126.6,11,36-50,0
379,2025-01-13,CUST3419,Female,41,Home Decor,2,370.48,740.96,740.96,1,36-50,2
380,2025-11-12,CUST4042,Male,55,Beauty,5,294.46,1472.3,1472.3,11,50+,1
381,2025-11-09,CUST5497,Female,45,Electronics,1,228.35,228.35,228.35,11,36-50,0
382,2025-02-05,CUST2466,Male,38,Beauty,4,81.23,324.92,324.92,2,36-50,0
383,2025-06-22,CUST4561,Female,60,Electronics,4,216.36,865.44,865.44,6,50+,2
384,2025-01-20,CUST1614,Female,35,Electronics,3,190.1,570.3,570.3,1,26-35,0
385,2025-11-17,CUST6392,Male,53,Clothing,4,165.36,661.44,661.44,11,50+,2
386,2025-09-21,CUST8693,Female,52,Electronics,1,370.82,370.82,370.82,9,50+,0
387,2025-05-22,CUST4223,Female,62,Electronics,3,356.35,1069.0500000000002,1069.0500000000002,5,50+,2
388,2025-05-23,CUST8138,Male,26,Beauty,2,302.73,605.46,605.46,5,26-35,0
389,2025-04-02,CUST3667,Female,55,Electronics,4,470.56,1882.24,1882.24,4,50+,1
390,2025-12-20,CUST8980,Female,47,Beauty,3,187.93,563.79,563.79,12,36-50,0
391,2025-11-18,CUST1130,Female,61,Home Decor,1,137.02,137.02,137.02,11,50+,0
392,2025-10-15,CUST3983,Male,51,Electronics,5,334.83,1674.15,1674.1499999999999,10,50+,1
393,2025-08-03,CUST5278,Male,49,Electronics,5,115.43,577.1500000000001,577.1500000000001,8,36-50,0
394,2025-12-08,CUST8126,Female,20,Beauty,1,171.21,171.21,171.21,12,18-25,0
395,2025-02-20,CUST9230,Male,20,Home Decor,1,127.81,127.81,127.81,2,18-25,0
396,2025-06-02,CUST8694,Female,45,Clothing,5,53.19,265.95,265.95,6,36-50,0
397,2025-07-05,CUST7640,Female,61,Home Decor,3,417.2,1251.6,1251.6,7,50+,2
398,2025-03-04,CUST6468,Female,32,Beauty,5,142.18,710.9000000000001,710.9000000000001,3,26-35,2
399,2025-07-09,CUST1920,Female,58,Home Decor,1,247.05,247.05,247.05,7,50+,0
400,2025-05-05,CUST8564,Female,40,Beauty,4,40.79,163.16,163.16,5,36-50,0
401,2025-05-30,CUST9684,Male,57,Beauty,2,355.68,711.36,711.36,5,50+,2
402,2025-11-10,CUST9502,Female,28,Clothing,4,178.67,714.68,714.68,11,26-35,2
403,2025-02-27,CUST9930,Male,65,Electronics,4,377.47,1509.88,1509.88,2,50+,1
404,2025-12-08,CUST4241,Male,49,Beauty,1,217.95,217.95,217.95,12,36-50,0
405,2025-11-01,CUST1545,Female,53,Beauty,5,113.96,569.8,569.8,11,50+,0
406,2025-06-29,CUST5346,Female,50,Clothing,3,266.32,798.96,798.96,6,36-50,2
407,2025-06-19,CUST4810,Male,41,Beauty,4,82.64,330.56,330.56,6,36-50,0
408,2025-11-22,CUST8206,Male,56,Electronics,5,231.46,1157.3,1157.3,11,50+,2
409,2025-09-28,CUST3032,Male,51,Clothing,3,172.31,516.9300000000001,516.9300000000001,9,50+,0
410,2025-02-23,CUST9436,Female,45,Electronics,4,457.74,1830.96,1830.96,2,36-50,1
411,2025-04-11,CUST1271,Male,54,Electronics,3,49.25,147.75,147.75,4,50+,0
412,2025-09-21,CUST4511,Female,24,Clothing,5,353.13,1765.65,1765.65,9,18-25,1
413,2025-02-22,CUST2771,Female,21,Beauty,2,107.72,215.44,215.44,2,18-25,0
414,2025-03-01,CUST5361,Female,54,Electronics,5,173.14,865.6999999999999,865.6999999999999,3,50+,2
415,2025-04-18,CUST8069,Male,18,Electronics,1,219.45,219.45,219.45,4,<18,0
416,2025-01-05,CUST1920,Female,18,Electronics,3,455.85,1367.5500000000002,1367.5500000000002,1,<18,2
417,2025-04-13,CUST9190,Female,64,Electronics,2,136.44,272.88,272.88,4,50+,0
418,2025-07-15,CUST4430,Female,37,Clothing,3,63.83,191.49,191.49,7,36-50,0
419,2025-09-19,CUST5435,Female,36,Clothing,3,172.97,518.91,518.91,9,36-50,0
420,2025-12-31,CUST4760,Female,46,Home Decor,4,70.24,280.96,280.96,12,36-50,0
421,2025-12-16,CUST3050,Male,27,Home Decor,1,81.73,81.73,81.73,12,26-35,0
422,2025-02-16,CUST2165,Female,35,Electronics,3,295.45,886.3499999999999,886.3499999999999,2,26-35,2
423,2025-12-21,CUST9567,Female,45,Beauty,5,49.23,246.15,246.14999999999998,12,36-50,0
424,2025-11-07,CUST3033,Male,52,Electronics,5,34.85,174.25,174.25,11,50+,0
425,2025-11-04,CUST7467,Female,60,Beauty,4,362.92,1451.68,1451.68,11,50+,1
426,2025-05-24,CUST1145,Male,64,Electronics,1,193.59,193.59,193.59,5,50+,0
427,2025-09-26,CUST5388,Female,48,Home Decor,1,80.18,80.18,80.18,9,36-50,0
428,2025-05-04,CUST8832,Male,44,Home Decor,5,141.73,708.65,708.65,5,36-50,2
429,2025-04-16,CUST9623,Male,28,Beauty,2,328.2,656.4,656.4,4,26-35,0
430,2025-06-07,CUST9896,Female,66,Electronics,4,152.26,609.04,609.04,6,50+,0
431,2025-05-27,CUST9173,Female,66,Beauty,4,257.37,1029.48,1029.48,5,50+,2
432,2025-05-25,CUST3632,Female,55,Home Decor,5,78.41,392.05,392.04999999999995,5,50+,0
433,2025-04-30,CUST5494,Male,22,Electronics,5,302.28,1511.4,1511.3999999999999,4,18-25,1
434,2025-11-15,CUST9056,Male,25,Electronics,2,171.72,343.44,343.44,11,18-25,0
435,2025-10-02,CUST8511,Male,51,Beauty,2,320.94,641.88,641.88,10,50+,0
436,2025-04-02,CUST2828,Female,65,Clothing,1,408.03,408.03,408.03,4,50+,0
437,2025-02-27,CUST5805,Male,69,Beauty,4,313.59,1254.36,1254.36,2,50+,2
438,2025-12-12,CUST1806,Male,29,Home Decor,4,161.96,647.84,647.84,12,26-35,0
439,2025-08-17,CUST8486,Female,55,Home Decor,5,142.76,713.8,713.8,8,50+,2
440,2025-04-27,CUST9202,Male,18,Home Decor,1,177.16,177.16,177.16,4,<18,0
441,2025-11-14,CUST2868,Male,48,Home Decor,4,99.02,396.08,396.08,11,36-50,0
442,2025-10-06,CUST8878,Female,21,Home Decor,1,106.96,106.96,106.96,10,18-25,0
443,2025-05-07,CUST6690,Male,66,Clothing,1,399.53,399.53,399.53,5,50+,0
444,2025-05-09,CUST8827,Female,62,Electronics,5,204.67,1023.35,1023.3499999999999,5,50+,2
445,2025-02-27,CUST6429,Female,67,Beauty,1,229.28,229.28,229.28,2,50+,0
446,2025-05-02,CUST4564,Female,22,Beauty,2,305.14,610.28,610.28,5,18-25,0
447,2025-01-01,CUST2389,Female,47,Home Decor,2,303.03,606.06,606.06,1,36-50,0
448,2025-08-27,CUST8274,Female,41,Beauty,3,52.34,157.02,157.02,8,36-50,0
449,2025-10-17,CUST1824,Male,20,Home Decor,5,419.14,2095.7,2095.7,10,18-25,1
450,2025-04-06,CUST3265,Male,28,Clothing,3,105.12,315.36,315.36,4,26-35,0
451,2025-05-06,CUST1936,Female,62,Clothing,2,367.07,734.14,734.14,5,50+,2
452,2025-04-28,CUST7402,Female,21,Electronics,3,390.88,1172.64,1172.6399999999999,4,18-25,2
453,2025-02-17,CUST4845,Male,43,Clothing,5,363.15,1815.75,1815.75,2,36-50,1
454,2025-03-30,CUST2796,Female,44,Clothing,5,297.91,1489.5500000000002,1489.5500000000002,3,36-50,1
455,2025-08-25,CUST9245,Female,63,Electronics,1,27.01,27.01,27.01,8,50+,0
456,2025-09-29,CUST8214,Female,60,Beauty,4,192.98,771.92,771.92,9,50+,2
457,2025-07-08,CUST1726,Male,44,Home Decor,1,310.32,310.32,310.32,7,36-50,0
458,2025-07-11,CUST3736,Male,59,Home Decor,5,205.98,1029.9,1029.8999999999999,7,50+,2
459,2025-03-10,CUST2913,Female,68,Beauty,2,434.47,868.94,868.94,3,50+,2
460,2025-10-05,CUST8657,Female,67,Electronics,2,168.23,336.46,336.46,10,50+,0
461,2025-12-15,CUST3466,Male,23,Beauty,1,160.9,160.9,160.9,12,18-25,0
462,2025-09-04,CUST8312,Male,32,Clothing,5,147.68,738.4000000000001,738.4000000000001,9,26-35,2
463,2025-03-17,CUST9194,Female,47,Electronics,2,179.73,359.46,359.46,3,36-50,0
464,2025-06-03,CUST8906,Female,59,Electronics,5,287.55,1437.75,1437.75,6,50+,1
465,2025-05-24,CUST5876,Male,54,Electronics,2,359.37,718.74,718.74,5,50+,2
466,2025-03-27,CUST8287,Male,54,Home Decor,5,338.03,1690.15,1690.1499999999999,3,50+,1
467,2025-07-04,CUST1892,Male,59,Beauty,3,407.7,1223.1,1223.1,7,50+,2
468,2025-10-12,CUST5675,Female,54,Electronics,5,445.24,2226.2,2226.2,10,50+,1
469,2025-08-08,CUST2933,Male,52,Electronics,5,411.72,2058.6000000000004,2058.6000000000004,8,50+,1
470,2025-03-10,CUST2380,Female,40,Electronics,1,29.09,29.09,29.09,3,36-50,0
471,2025-02-16,CUST2290,Male,23,Beauty,3,373.24,1119.72,1119.72,2,18-25,2
472,2025-04-04,CUST2640,Male,21,Home Decor,4,120.03,480.12,480.12,4,18-25,0
473,2025-08-26,CUST8490,Male,35,Clothing,1,83.81,83.81,83.81,8,26-35,0
474,2025-07-23,CUST2218,Male,26,Home Decor,4,326.47,1305.88,1305.88,7,26-35,2
475,2025-08-06,CUST6016,Female,66,Electronics,2,173.48,346.96,346.96,8,50+,0
476,2025-12-07,CUST7881,Female,46,Home Decor,4,47.42,189.68,189.68,12,36-50,0
477,2025-02-08,CUST1954,Male,30,Home Decor,5,86.06,430.3,430.3,2,26-35,0
478,2025-04-10,CUST8291,Female,64,Clothing,4,20.45,81.8,81.8,4,50+,0
479,2025-10-16,CUST1974,Male,69,Beauty,1,453.55,453.55,453.55,10,50+,0
480,2025-09-11,CUST5133,Male,34,Beauty,1,31.82,31.82,31.82,9,26-35,0
481,2025-08-10,CUST6370,Male,62,Home Decor,4,120.54,482.16,482.16,8,50+,0
482,2025-12-23,CUST4972,Male,49,Home Decor,1,219.81,219.81,219.81,12,36-50,0
483,2025-01-23,CUST6295,Female,65,Beauty,1,191.15,191.15,191.15,1,50+,0
484,2025-09-07,CUST9228,Male,39,Beauty,4,457.63,1830.52,1830.52,9,36-50,1
485,2025-01-10,CUST4020,Male,21,Clothing,3,39.34,118.02,118.02000000000001,1,18-25,0
486,2025-09-03,CUST9987,Female,22,Electronics,3,265.86,797.58,797.58,9,18-25,2
487,2025-11-21,CUST5036,Male,54,Home Decor,2,346.63,693.26,693.26,11,50+,2
488,2025-04-10,CUST6068,Male,58,Beauty,1,467.22,467.22,467.22,4,50+,0
489,2025-10-17,CUST6233,Male,66,Home Decor,4,317.78,1271.12,1271.12,10,50+,2
490,2025-06-29,CUST1317,Female,30,Home Decor,1,405.8,405.8,405.8,6,26-35,0
491,2025-08-11,CUST3396,Male,51,Beauty,5,60.19,300.95,300.95,8,50+,0
492,2025-09-07,CUST3162,Female,62,Clothing,1,205.25,205.25,205.25,9,50+,0
493,2025-05-27,CUST3745,Male,39,Home Decor,1,199.49,199.49,199.49,5,36-50,0
494,2025-04-06,CUST2591,Male,40,Clothing,3,445.42,1336.26,1336.26,4,36-50,2
495,2025-09-14,CUST7183,Female,68,Beauty,4,92.66,370.64,370.64,9,50+,0
496,2025-11-21,CUST4930,Male,20,Electronics,1,92.91,92.91,92.91,11,18-25,0
497,2025-01-04,CUST2312,Male,59,Electronics,3,177.71,533.13,533.13,1,50+,0
498,2025-01-16,CUST5311,Female,51,Home Decor,2,46.14,92.28,92.28,1,50+,0
499,2025-10-07,CUST8314,Female,49,Beauty,3,107.58,322.74,322.74,10,36-50,0
500,2025-12-02,CUST3383,Female,62,Clothing,3,483.3,1449.9,1449.9,12,50+,1
501,2025-09-04,CUST4239,Female,68,Home Decor,3,225.53,676.59,676.59,9,50+,2
502,2025-09-15,CUST3139,Female,66,Beauty,1,323.37,323.37,323.37,9,50+,0
503,2025-06-09,CUST2704,Male,38,Beauty,1,368.53,368.53,368.53,6,36-50,0
504,2025-12-06,CUST7924,Female,63,Clothing,2,196.14,392.28,392.28,12,50+,0
505,2025-06-01,CUST1362,Male,61,Home Decor,5,90.67,453.35,453.35,6,50+,0
506,2025-06-27,CUST3604,Male,38,Beauty,5,119.16,595.8,595.8,6,36-50,0
507,2025-06-12,CUST5286,Male,61,Beauty,5,170.37,851.85,851.85,6,50+,2
508,2025-02-02,CUST4738,Female,28,Beauty,2,325.31,650.62,650.62,2,26-35,0
509,2025-06-28,CUST3469,Female,56,Clothing,5,211.17,1055.85,1055.85,6,50+,2
510,2025-04-11,CUST5795,Male,21,Home Decor,5,23.27,116.35,116.35,4,18-25,0
511,2025-09-25,CUST7150,Female,68,Home Decor,3,271.24,813.72,813.72,9,50+,2
512,2025-11-19,CUST1556,Female,18,Home Decor,1,462.33,462.33,462.33,11,<18,0
513,2025-03-06,CUST3808,Female,45,Home Decor,1,409.8,409.8,409.8,3,36-50,0
514,2025-06-17,CUST6150,Female,41,Electronics,3,416.1,1248.3000000000002,1248.3000000000002,6,36-50,2
515,2025-11-26,CUST8561,Male,52,Electronics,3,401.63,1204.89,1204.8899999999999,11,50+,2
516,2025-02-12,CUST3719,Male,30,Home Decor,3,175.39,526.17,526.17,2,26-35,0
517,2025-02-13,CUST7506,Female,64,Clothing,1,387.29,387.29,387.29,2,50+,0
518,2025-10-12,CUST4741,Male,51,Electronics,5,88.72,443.6,443.6,10,50+,0
519,2025-01-12,CUST4998,Female,28,Beauty,3,335.7,1007.1,1007.0999999999999,1,26-35,2
520,2025-04-05,CUST3403,Female,53,Electronics,2,327.95,655.9,655.9,4,50+,0
521,2025-10-29,CUST9780,Male,68,Beauty,3,32.27,96.81,96.81,10,50+,0
522,2025-09-10,CUST1294,Male,34,Home Decor,4,398.23,1592.92,1592.92,9,26-35,1
523,2025-08-30,CUST6343,Male,52,Electronics,3,453.56,1360.68,1360.68,8,50+,2
524,2025-02-04,CUST2136,Female,35,Clothing,1,148.36,148.36,148.36,2,26-35,0
525,2025-08-03,CUST3064,Male,57,Electronics,3,409.95,1229.85,1229.85,8,50+,2
526,2025-12-03,CUST8009,Female,39,Electronics,4,59.55,238.2,238.2,12,36-50,0
527,2025-03-31,CUST5543,Male,41,Electronics,2,307.98,615.96,615.96,3,36-50,0
528,2025-09-21,CUST2007,Male,36,Home Decor,5,253.11,1265.5500000000002,1265.5500000000002,9,36-50,2
529,2025-04-03,CUST6445,Female,54,Clothing,3,282.04,846.1200000000001,846.1200000000001,4,50+,2
530,2025-03-31,CUST6352,Female,56,Electronics,4,464.58,1858.32,1858.32,3,50+,1
531,2025-04-25,CUST2435,Female,38,Clothing,4,438.23,1752.92,1752.92,4,36-50,1
532,2025-04-15,CUST1571,Female,25,Home Decor,2,396.84,793.68,793.68,4,18-25,2
533,2025-07-15,CUST3382,Female,45,Beauty,1,151.38,151.38,151.38,7,36-50,0
534,2025-11-10,CUST6084,Female,22,Electronics,3,457.67,1373.01,1373.01,11,18-25,2
535,2025-04-24,CUST1277,Female,34,Clothing,4,66.8,267.2,267.2,4,26-35,0
536,2025-03-16,CUST8059,Female,54,Clothing,2,429.6,859.2,859.2,3,50+,2
537,2025-08-05,CUST2887,Male,53,Home Decor,5,177.52,887.6,887.6,8,50+,2
538,2025-10-04,CUST2265,Female,36,Electronics,4,45.81,183.24,183.24,10,36-50,0
539,2025-09-06,CUST8491,Female,44,Beauty,2,341.29,682.58,682.58,9,36-50,2
540,2025-06-13,CUST2040,Male,51,Clothing,1,131.01,131.01,131.01,6,50+,0
541,2025-12-23,CUST9073,Female,28,Electronics,1,136.91,136.91,136.91,12,26-35,0
542,2025-07-11,CUST3752,Male,62,Beauty,4,166.9,667.6,667.6,7,50+,2
543,2025-08-15,CUST9213,Male,64,Clothing,4,50.57,202.28,202.28,8,50+,0
544,2025-06-26,CUST5569,Female,29,Clothing,3,105.02,315.06,315.06,6,26-35,0
545,2025-04-09,CUST7353,Male,38,Beauty,2,22.47,44.94,44.94,4,36-50,0
546,2025-02-05,CUST3353,Female,28,Beauty,4,233.8,935.2,935.2,2,26-35,2
547,2025-04-06,CUST8437,Male,56,Home Decor,3,60.44,181.32,181.32,4,50+,0
548,2025-06-01,CUST5799,Male,45,Electronics,3,347.67,1043.01,1043.01,6,36-50,2
549,2025-05-31,CUST1686,Male,22,Electronics,4,133.1,532.4,532.4,5,18-25,0
550,2025-07-09,CUST9476,Female,34,Home Decor,1,472.92,472.92,472.92,7,26-35,0
551,2025-08-12,CUST5811,Female,37,Clothing,2,438.2,876.4,876.4,8,36-50,2
552,2025-02-06,CUST9954,Male,58,Beauty,2,158.93,317.86,317.86,2,50+,0
553,2025-09-25,CUST6346,Male,63,Beauty,1,395.94,395.94,395.94,9,50+,0
554,2025-07-02,CUST6043,Female,29,Beauty,4,405.56,1622.24,1622.24,7,26-35,1
555,2025-01-13,CUST3428,Female,23,Clothing,2,493.55,987.1,987.1,1,18-25,2
556,2025-10-06,CUST6126,Male,34,Beauty,4,306.96,1227.84,1227.84,10,26-35,2
557,2025-08-05,CUST9220,Male,68,Beauty,4,59.34,237.36,237.36,8,50+,0
558,2025-12-21,CUST8813,Female,36,Home Decor,3,330.48,991.44,991.44,12,36-50,2
559,2025-12-27,CUST4356,Female,43,Clothing,1,319.99,319.99,319.99,12,36-50,0
560,2025-10-13,CUST9707,Female,65,Electronics,4,326.41,1305.64,1305.64,10,50+,2
561,2025-09-30,CUST8266,Female,61,Home Decor,5,167.43,837.1500000000001,837.1500000000001,9,50+,2
562,2025-03-03,CUST7540,Female,61,Home Decor,1,432.65,432.65,432.65,3,50+,0
563,2025-03-25,CUST1038,Male,69,Electronics,2,480.55,961.1,961.1,3,50+,2
564,2025-08-05,CUST4342,Female,49,Home Decor,3,124.5,373.5,373.5,8,36-50,0
565,2025-12-08,CUST3844,Male,23,Clothing,2,62.31,124.62,124.62,12,18-25,0
566,2025-07-06,CUST2098,Female,53,Beauty,2,113.38,226.76,226.76,7,50+,0
567,2025-01-19,CUST8027,Male,55,Clothing,1,413.87,413.87,413.87,1,50+,0
568,2025-06-26,CUST2823,Female,28,Electronics,2,344.79,689.58,689.58,6,26-35,2
569,2025-04-10,CUST4155,Female,50,Electronics,4,325.3,1301.2,1301.2,4,36-50,2
570,2025-08-21,CUST4093,Male,41,Home Decor,2,212.86,425.72,425.72,8,36-50,0
571,2025-03-17,CUST6658,Male,40,Clothing,3,297.36,892.08,892.08,3,36-50,2
572,2025-09-22,CUST4778,Female,32,Clothing,3,167.78,503.34,503.34000000000003,9,26-35,0
573,2025-10-11,CUST3896,Female,44,Electronics,5,249.06,1245.3,1245.3,10,36-50,2
574,2025-07-25,CUST1988,Female,28,Clothing,3,400.67,1202.01,1202.01,7,26-35,2
575,2025-08-11,CUST5116,Female,68,Electronics,2,491.0,982.0,982.0,8,50+,2
