Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
386,2025-09-21,CUST8693,Female,52,Electronics,1,370.82,370.82
387,2025-05-22,CUST4223,Female,62,Electronics,3,356.35,1069.0500000000002
388,2025-05-23,CUST8138,Male,26,Beauty,2,302.73,605.46
389,2025-04-02,CUST3667,Female,55,Electronics,4,470.56,1882.24
390,2025-12-20,CUST8980,Female,47,Beauty,3,187.93,563.79
391,2025-11-18,CUST1130,Female,61,Home Decor,1,137.02,137.02
392,2025-10-15,CUST3983,Male,51,Electronics,5,334.83,1674.1499999999999
393,2025-08-03,CUST5278,Male,49,Electronics,5,115.43,577.1500000000001
394,2025-12-08,CUST8126,Female,20,Beauty,1,171.21,171.21
395,2025-02-20,CUST9230,Male,20,Home Decor,1,127.81,127.81
396,2025-06-02,CUST8694,Female,45,Clothing,5,53.19,265.95
397,2025-07-05,CUST7640,Female,61,Home Decor,3,417.2,1251.6
398,2025-03-04,CUST6468,Female,32,Beauty,5,142.18,710.9000000000001
399,2025-07-09,CUST1920,Female,58,Home Decor,1,247.05,247.05
400,2025-05-05,CUST8564,Female,40,Beauty,4,40.79,163.16
401,2025-05-30,CUST9684,Male,57,Beauty,2,355.68,711.36
402,2025-11-10,CUST9502,Female,28,Clothing,4,178.67,714.68
403,2025-02-27,CUST9930,Male,65,Electronics,4,377.47,1509.88
404,2025-12-08,CUST4241,Male,49,Beauty,1,217.95,217.95
405,2025-11-01,CUST1545,Female,53,Beauty,5,113.96,569.8
406,2025-06-29,CUST5346,Female,50,Clothing,3,266.32,798.96
407,2025-06-19,CUST4810,Male,41,Beauty,4,82.64,330.56
408,2025-11-22,CUST8206,Male,56,Electronics,5,231.46,1157.3
409,2025-09-28,CUST3032,Male,51,Clothing,3,172.31,516.9300000000001
410,2025-02-23,CUST9436,Female,45,Electronics,4,457.74,1830.96
411,2025-04-11,CUST1271,Male,54,Electronics,3,49.25,147.75
412,2025-09-21,CUST4511,Female,24,Clothing,5,353.13,1765.65
413,2025-02-22,CUST2771,Female,21,Beauty,2,107.72,215.44
414,2025-03-01,CUST5361,Female,54,Electronics,5,173.14,865.6999999999999
415,2025-04-18,CUST8069,Male,18,Electronics,1,219.45,219.45
416,2025-01-05,CUST1920,Female,18,Electronics,3,455.85,1367.5500000000002
417,2025-04-13,CUST9190,Female,64,Electronics,2,136.44,272.88
418,2025-07-15,CUST4430,Female,37,Clothing,3,63.83,191.49
419,2025-09-19,CUST5435,Female,36,Clothing,3,172.97,518.91
420,2025-12-31,CUST4760,Female,46,Home Decor,4,70.24,280.96
421,2025-12-16,CUST3050,Male,27,Home Decor,1,81.73,81.73
422,2025-02-16,CUST2165,Female,35,Electronics,3,295.45,886.3499999999999
423,2025-12-21,CUST9567,Female,45,Beauty,5,49.23,246.14999999999998
424,2025-11-07,CUST3033,Male,52,Electronics,5,34.85,174.25
425,2025-11-04,CUST7467,Female,60,Beauty,4,362.92,1451.68
426,2025-05-24,CUST1145,Male,64,Electronics,1,193.59,193.59
427,2025-09-26,CUST5388,Female,48,Home Decor,1,80.18,80.18
428,2025-05-04,CUST8832,Male,44,Home Decor,5,141.73,708.65
429,2025-04-16,CUST9623,Male,28,Beauty,2,328.2,656.4
430,2025-06-07,CUST9896,Female,66,Electronics,4,152.26,609.04
431,2025-05-27,CUST9173,Female,66,Beauty,4,257.37,1029.48
432,2025-05-25,CUST3632,Female,55,Home Decor,5,78.41,392.04999999999995
433,2025-04-30,CUST5494,Male,22,Electronics,5,302.28,1511.3999999999999
434,2025-11-15,CUST9056,Male,25,Electronics,2,171.72,343.44
435,2025-10-02,CUST8511,Male,51,Beauty,2,320.94,641.88
436,2025-04-02,CUST2828,Female,65,Clothing,1,408.03,408.03
437,2025-02-27,CUST5805,Male,69,Beauty,4,313.59,1254.36
438,2025-12-12,CUST1806,Male,29,Home Decor,4,161.96,647.84
439,2025-08-17,CUST8486,Female,55,Home Decor,5,142.76,713.8
440,2025-04-27,CUST9202,Male,18,Home Decor,1,177.16,177.16
441,2025-11-14,CUST2868,Male,48,Home Decor,4,99.02,396.08
442,2025-10-06,CUST8878,Female,21,Home Decor,1,106.96,106.96
443,2025-05-07,CUST6690,Male,66,Clothing,1,399.53,399.53
444,2025-05-09,CUST8827,Female,62,Electronics,5,204.67,1023.3499999999999
445,2025-02-27,CUST6429,Female,67,Beauty,1,229.28,229.28
446,2025-05-02,CUST4564,Female,22,Beauty,2,305.14,610.28
447,2025-01-01,CUST2389,Female,47,Home Decor,2,303.03,606.06
448,2025-08-27,CUST8274,Female,41,Beauty,3,52.34,157.02
449,2025-10-17,CUST1824,Male,20,Home Decor,5,419.14,2095.7
450,2025-04-06,CUST3265,Male,28,Clothing,3,105.12,315.36
451,2025-05-06,CUST1936,Female,62,Clothing,2,367.07,734.14
452,2025-04-28,CUST7402,Female,21,Electronics,3,390.88,1172.6399999999999
453,2025-02-17,CUST4845,Male,43,Clothing,5,363.15,1815.75
454,2025-03-30,CUST2796,Female,44,Clothing,5,297.91,1489.5500000000002
455,2025-08-25,CUST9245,Female,63,Electronics,1,27.01,27.01
456,2025-09-29,CUST8214,Female,60,Beauty,4,192.98,771.92
457,2025-07-08,CUST1726,Male,44,Home Decor,1,310.32,310.32
458,2025-07-11,CUST3736,Male,59,Home Decor,5,205.98,1029.8999999999999
459,2025-03-10,CUST2913,Female,68,Beauty,2,434.47,868.94
460,2025-10-05,CUST8657,Female,67,Electronics,2,168.23,336.46
461,2025-12-15,CUST3466,Male,23,Beauty,1,160.9,160.9
462,2025-09-04,CUST8312,Male,32,Clothing,5,147.68,738.4000000000001
463,2025-03-17,CUST9194,Female,47,Electronics,2,179.73,359.46
464,2025-06-03,CUST8906,Female,59,Electronics,5,287.55,1437.75
465,2025-05-24,CUST5876,Male,54,Electronics,2,359.37,718.74
466,2025-03-27,CUST8287,Male,54,Home Decor,5,338.03,1690.1499999999999
467,2025-07-04,CUST1892,Male,59,Beauty,3,407.7,1223.1
468,2025-10-12,CUST5675,Female,54,Electronics,5,445.24,2226.2
469,2025-08-08,CUST2933,Male,52,Electronics,5,411.72,2058.6000000000004
470,2025-03-10,CUST2380,Female,40,Electronics,1,29.09,29.09
471,2025-02-16,CUST2290,Male,23,Beauty,3,373.24,1119.72
472,2025-04-04,CUST2640,Male,21,Home Decor,4,120.03,480.12
473,2025-08-26,CUST8490,Male,35,Clothing,1,83.81,83.81
474,2025-07-23,CUST2218,Male,26,Home Decor,4,326.47,1305.88
475,2025-08-06,CUST6016,Female,66,Electronics,2,173.48,346.96
476,2025-12-07,CUST7881,Female,46,Home Decor,4,47.42,189.68
477,2025-02-08,CUST1954,Male,30,Home Decor,5,86.06,430.3
478,2025-04-10,CUST8291,Female,64,Clothing,4,20.45,81.8
479,2025-10-16,CUST1974,Male,69,Beauty,1,453.55,453.55
480,2025-09-11,CUST5133,Male,34,Beauty,1,31.82,31.82
481,2025-08-10,CUST6370,Male,62,Home Decor,4,120.54,482.16
482,2025-12-23,CUST4972,Male,49,Home Decor,1,219.81,219.81
483,2025-01-23,CUST6295,Female,65,Beauty,1,191.15,191.15
484,2025-09-07,CUST9228,Male,39,Beauty,4,457.63,1830.52
485,2025-01-10,CUST4020,Male,21,Clothing,3,39.34,118.02000000000001
486,2025-09-03,CUST9987,Female,22,Electronics,3,265.86,797.58
487,2025-11-21,CUST5036,Male,54,Home Decor,2,346.63,693.26
488,2025-04-10,CUST6068,Male,58,Beauty,1,467.22,467.22
489,2025-10-17,CUST6233,Male,66,Home Decor,4,317.78,1271.12
490,2025-06-29,CUST1317,Female,30,Home Decor,1,405.8,405.8
491,2025-08-11,CUST3396,Male,51,Beauty,5,60.19,300.95
492,2025-09-07,CUST3162,Female,62,Clothing,1,205.25,205.25
493,2025-05-27,CUST3745,Male,39,Home Decor,1,199.49,199.49
494,2025-04-06,CUST2591,Male,40,Clothing,3,445.42,1336.26
495,2025-09-14,CUST7183,Female,68,Beauty,4,92.66,370.64
496,2025-11-21,CUST4930,Male,20,Electronics,1,92.91,92.91
497,2025-01-04,CUST2312,Male,59,Electronics,3,177.71,533.13
498,2025-01-16,CUST5311,Female,51,Home Decor,2,46.14,92.28
499,2025-10-07,CUST8314,Female,49,Beauty,3,107.58,322.74
500,2025-12-02,CUST3383,Female,62,Clothing,3,483.3,1449.9
501,2025-09-04,CUST4239,Female,68,Home Decor,3,225.53,676.59
502,2025-09-15,CUST3139,Female,66,Beauty,1,323.37,323.37
503,2025-06-09,CUST2704,Male,38,Beauty,1,368.53,368.53
504,2025-12-06,CUST7924,Female,63,Clothing,2,196.14,392.28
505,2025-06-01,CUST1362,Male,61,Home Decor,5,90.67,453.35
506,2025-06-27,CUST3604,Male,38,Beauty,5,119.16,595.8
507,2025-06-12,CUST5286,Male,61,Beauty,5,170.37,851.85
508,2025-02-02,CUST4738,Female,28,Beauty,2,325.31,650.62
509,2025-06-28,CUST3469,Female,56,Clothing,5,211.17,1055.85
510,2025-04-11,CUST5795,Male,21,Home Decor,5,23.27,116.35
511,2025-09-25,CUST7150,Female,68,Home Decor,3,271.24,813.72
512,2025-11-19,CUST1556,Female,18,Home Decor,1,462.33,462.33
513,2025-03-06,CUST3808,Female,45,Home Decor,1,409.8,409.8
514,2025-06-17,CUST6150,Female,41,Electronics,3,416.1,1248.3000000000002
515,2025-11-26,CUST8561,Male,52,Electronics,3,401.63,1204.8899999999999
516,2025-02-12,CUST3719,Male,30,Home Decor,3,175.39,526.17
517,2025-02-13,CUST7506,Female,64,Clothing,1,387.29,387.29
518,2025-10-12,CUST4741,Male,51,Electronics,5,88.72,443.6
519,2025-01-12,CUST4998,Female,28,Beauty,3,335.7,1007.0999999999999
520,2025-04-05,CUST3403,Female,53,Electronics,2,327.95,655.9
521,2025-10-29,CUST9780,Male,68,Beauty,3,32.27,96.81
522,2025-09-10,CUST1294,Male,34,Home Decor,4,398.23,1592.92
523,2025-08-30,CUST6343,Male,52,Electronics,3,453.56,1360.68
524,2025-02-04,CUST2136,Female,35,Clothing,1,148.36,148.36
525,2025-08-03,CUST3064,Male,57,Electronics,3,409.95,1229.85
526,2025-12-03,CUST8009,Female,39,Electronics,4,59.55,238.2
527,2025-03-31,CUST5543,Male,41,Electronics,2,307.98,615.96
528,2025-09-21,CUST2007,Male,36,Home Decor,5,253.11,1265.5500000000002
529,2025-04-03,CUST6445,Female,54,Clothing,3,282.04,846.1200000000001
530,2025-03-31,CUST6352,Female,56,Electronics,4,464.58,1858.32
531,2025-04-25,CUST2435,Female,38,Clothing,4,438.23,1752.92
532,2025-04-15,CUST1571,Female,25,Home Decor,2,396.84,793.68
533,2025-07-15,CUST3382,Female,45,Beauty,1,151.38,151.38
534,2025-11-10,CUST6084,Female,22,Electronics,3,457.67,1373.01
535,2025-04-24,CUST1277,Female,34,Clothing,4,66.8,267.2
536,2025-03-16,CUST8059,Female,54,Clothing,2,429.6,859.2
537,2025-08-05,CUST2887,Male,53,Home Decor,5,177.52,887.6
538,2025-10-04,CUST2265,Female,36,Electronics,4,45.81,183.24
539,2025-09-06,CUST8491,Female,44,Beauty,2,341.29,682.58
540,2025-06-13,CUST2040,Male,51,Clothing,1,131.01,131.01
541,2025-12-23,CUST9073,Female,28,Electronics,1,136.91,136.91
542,2025-07-11,CUST3752,Male,62,Beauty,4,166.9,667.6
543,2025-08-15,CUST9213,Male,64,Clothing,4,50.57,202.28
544,2025-06-26,CUST5569,Female,29,Clothing,3,105.02,315.06
545,2025-04-09,CUST7353,Male,38,Beauty,2,22.47,44.94
546,2025-02-05,CUST3353,Female,28,Beauty,4,233.8,935.2
547,2025-04-06,CUST8437,Male,56,Home Decor,3,60.44,181.32
548,2025-06-01,CUST5799,Male,45,Electronics,3,347.67,1043.01
549,2025-05-31,CUST1686,Male,22,Electronics,4,133.1,532.4
550,2025-07-09,CUST9476,Female,34,Home Decor,1,472.92,472.92
551,2025-08-12,CUST5811,Female,37,Clothing,2,438.2,876.4
552,2025-02-06,CUST9954,Male,58,Beauty,2,158.93,317.86
553,2025-09-25,CUST6346,Male,63,Beauty,1,395.94,395.94
554,2025-07-02,CUST6043,Female,29,Beauty,4,405.56,1622.24
555,2025-01-13,CUST3428,Female,23,Clothing,2,493.55,987.1
556,2025-10-06,CUST6126,Male,34,Beauty,4,306.96,1227.84
557,2025-08-05,CUST9220,Male,68,Beauty,4,59.34,237.36
558,2025-12-21,CUST8813,Female,36,Home Decor,3,330.48,991.44
559,2025-12-27,CUST4356,Female,43,Clothing,1,319.99,319.99
560,2025-10-13,CUST9707,Female,65,Electronics,4,326.41,1305.64
561,2025-09-30,CUST8266,Female,61,Home Decor,5,167.43,837.1500000000001
562,2025-03-03,CUST7540,Female,61,Home Decor,1,432.65,432.65
563,2025-03-25,CUST1038,Male,69,Electronics,2,480.55,961.1
564,2025-08-05,CUST4342,Female,49,Home Decor,3,124.5,373.5
565,2025-12-08,CUST3844,Male,23,Clothing,2,62.31,124.62
566,2025-07-06,CUST2098,Female,53,Beauty,2,113.38,226.76
567,2025-01-19,CUST8027,Male,55,Clothing,1,413.87,413.87
568,2025-06-26,CUST2823,Female,28,Electronics,2,344.79,689.58
569,2025-04-10,CUST4155,Female,50,Electronics,4,325.3,1301.2
570,2025-08-21,CUST4093,Male,41,Home Decor,2,212.86,425.72
571,2025-03-17,CUST6658,Male,40,Clothing,3,297.36,892.08
572,2025-09-22,CUST4778,Female,32,Clothing,3,167.78,503.34000000000003
573,2025-10-11,CUST3896,Female,44,Electronics,5,249.06,1245.3
574,2025-07-25,CUST1988,Female,28,Clothing,3,400.67,1202.01
575,2025-08-11,CUST5116,Female,68,Electronics,2,491.0,982.0
576,2025-02-21,CUST7446,Female,67,Clothing,3,467.59,1402.77
577,2025-12-05,CUST5179,Male,34,Clothing,1,468.26,468.26
578,2025-05-24,CUST2682,Male,68,Clothing,3,213.07,639.21
579,2025-03-10,CUST6626,Female,31,Electronics,4,245.02,980.08
580,2025-04-09,CUST8424,Male,44,Home Decor,1,358.7,358.7
581,2025-01-25,CUST1933,Male,35,Clothing,5,462.65,2313.25
582,2025-02-22,CUST4598,Male,45,Electronics,4,88.16,352.64
583,2025-05-31,CUST2980,Female,68,Electronics,2,166.04,332.08
584,2025-05-24,CUST4056,Male,64,Clothing,2,86.84,173.68
585,2025-02-26,CUST9984,Female,64,Clothing,2,313.76,627.52
586,2025-02-08,CUST1791,Male,21,Home Decor,4,167.02,668.08
587,2025-04-19,CUST6390,Female,24,Electronics,4,176.53,706.12
588,2025-06-30,CUST7635,Male,62,Electronics,4,54.04,216.16
589,2025-02-11,CUST3255,Female,52,Beauty,1,187.9,187.9
590,2025-07-05,CUST4610,Female,65,Electronics,1,434.0,434.0
591,2025-08-11,CUST2607,Male,26,Home Decor,2,131.87,263.74
592,2025-05-02,CUST6179,Female,25,Beauty,3,353.69,1061.07
593,2025-05-13,CUST7573,Female,69,Beauty,2,322.22,644.44
594,2025-06-12,CUST1984,Female,62,Beauty,5,434.47,2172.3500000000004
595,2025-08-03,CUST6776,Female,34,Clothing,1,83.5,83.5
596,2025-08-09,CUST4676,Female,34,Clothing,4,489.24,1956.96
597,2025-08-23,CUST4380,Female,66,Electronics,1,299.66,299.66
598,2025-11-27,CUST9711,Female,50,Beauty,4,497.83,1991.32
599,2025-05-26,CUST9782,Female,49,Home Decor,5,457.53,2287.6499999999996
600,2025-08-27,CUST2050,Male,25,Clothing,5,126.33,631.65
601,2025-03-17,CUST4633,Male,36,Home Decor,1,46.96,46.96
602,2025-01-09,CUST7342,Female,55,Home Decor,4,142.71,570.84
603,2025-03-15,CUST1959,Female,20,Clothing,5,273.23,1366.15
604,2025-09-10,CUST7059,Male,22,Clothing,2,102.37,204.74
605,2025-08-18,CUST9884,Male,30,Clothing,2,100.38,200.76
606,2025-01-07,CUST6655,Male,64,Clothing,4,242.04,968.16
607,2025-06-23,CUST5473,Female,63,Beauty,1,35.97,35.97
608,2025-05-21,CUST3946,Male,48,Beauty,5,78.51,392.55
609,2025-06-17,CUST8725,Female,33,Beauty,1,219.61,219.61
610,2025-06-19,CUST1526,Female,67,Beauty,2,50.3,100.6
611,2025-10-10,CUST4224,Male,49,Electronics,5,210.44,1052.2
612,2025-05-02,CUST2875,Female,39,Beauty,1,247.52,247.52
613,2025-07-13,CUST2763,Female,46,Clothing,3,236.61,709.83
614,2025-01-05,CUST9712,Female,39,Home Decor,4,437.2,1748.8
615,2025-01-29,CUST6797,Female,60,Beauty,4,274.43,1097.72
616,2025-06-14,CUST8099,Male,20,Electronics,3,244.63,733.89
617,2025-12-05,CUST6109,Male,27,Clothing,2,217.14,434.28
618,2025-05-16,CUST7644,Female,59,Home Decor,5,412.46,2062.2999999999997
619,2025-12-31,CUST1116,Female,38,Home Decor,4,449.63,1798.52
620,2025-11-17,CUST3433,Male,33,Beauty,3,429.56,1288.68
621,2025-12-08,CUST6463,Female,29,Home Decor,3,343.3,1029.9
622,2025-05-25,CUST1583,Male,19,Beauty,2,85.93,171.86
623,2025-11-23,CUST9586,Female,58,Beauty,2,152.9,305.8
624,2025-08-05,CUST4788,Female,41,Clothing,1,42.11,42.11
625,2025-10-28,CUST5167,Male,52,Clothing,4,466.8,1867.2
626,2025-05-12,CUST9465,Male,47,Electronics,1,337.18,337.18
627,2025-10-19,CUST2389,Male,47,Clothing,3,378.25,1134.75
628,2025-03-11,CUST9357,Male,64,Clothing,5,169.55,847.75
629,2025-09-09,CUST7154,Female,52,Beauty,5,425.91,2129.55
630,2025-10-02,CUST6420,Male,36,Clothing,2,144.61,289.22
631,2025-12-30,CUST9920,Female,67,Beauty,5,20.79,103.94999999999999
632,2025-07-01,CUST3043,Male,25,Beauty,5,200.68,1003.4000000000001
633,2025-06-16,CUST5197,Male,43,Clothing,5,293.97,1469.8500000000001
634,2025-04-01,CUST4496,Female,66,Electronics,3,249.78,749.34
635,2025-07-21,CUST1778,Male,57,Electronics,5,433.8,2169.0
636,2025-12-12,CUST1213,Male,24,Home Decor,5,70.59,352.95000000000005
637,2025-01-19,CUST4762,Male,47,Home Decor,5,285.84,1429.1999999999998
638,2025-02-08,CUST7731,Male,24,Clothing,1,266.23,266.23
639,2025-05-06,CUST4117,Female,20,Electronics,3,155.07,465.21
640,2025-06-22,CUST6791,Female,18,Beauty,2,414.67,829.34
641,2025-05-21,CUST9783,Male,53,Home Decor,1,381.37,381.37
642,2025-08-30,CUST3720,Male,42,Beauty,4,371.77,1487.08
643,2025-08-08,CUST9905,Male,54,Home Decor,3,440.57,1321.71
644,2025-05-06,CUST7047,Female,18,Clothing,3,366.94,1100.82
645,2025-02-27,CUST9032,Female,32,Electronics,4,131.28,525.12
646,2025-05-28,CUST1001,Female,54,Home Decor,4,358.67,1434.68
647,2025-11-13,CUST7368,Female,30,Electronics,4,167.7,670.8
648,2025-12-27,CUST2949,Male,57,Beauty,2,136.24,272.48
649,2025-01-01,CUST7732,Male,25,Clothing,5,55.04,275.2
650,2025-12-14,CUST8833,Male,22,Electronics,3,377.13,1131.3899999999999
651,2025-07-09,CUST1917,Female,26,Clothing,5,361.28,1806.3999999999999
652,2025-07-10,CUST4174,Male,18,Electronics,5,132.56,662.8
653,2025-11-08,CUST8014,Female,53,Beauty,4,379.7,1518.8
654,2025-04-27,CUST1089,Female,52,Beauty,2,460.56,921.12
655,2025-05-14,CUST2709,Male,19,Clothing,1,71.85,71.85
656,2025-02-27,CUST4041,Male,57,Beauty,2,131.67,263.34
657,2025-02-13,CUST1105,Male,40,Home Decor,5,380.13,1900.65
658,2025-06-22,CUST9619,Female,26,Electronics,2,151.76,303.52
659,2025-06-09,CUST2895,Female,51,Beauty,4,319.84,1279.36
660,2025-06-22,CUST7090,Male,63,Home Decor,1,58.96,58.96
661,2025-11-13,CUST9508,Male,31,Clothing,4,237.06,948.24
662,2025-10-30,CUST7082,Female,21,Home Decor,1,374.76,374.76
663,2025-05-29,CUST1634,Male,47,Clothing,5,349.53,1747.6499999999999
664,2025-03-21,CUST2925,Female,48,Clothing,1,411.23,411.23
665,2025-08-01,CUST3056,Female,55,Electronics,1,441.18,441.18
666,2025-07-22,CUST7917,Male,28,Electronics,1,391.13,391.13
667,2025-09-09,CUST4144,Male,52,Home Decor,2,342.36,684.72
668,2025-08-17,CUST1552,Male,25,Electronics,2,35.23,70.46
669,2025-06-13,CUST9907,Male,20,Electronics,5,276.78,1383.8999999999999
670,2025-08-15,CUST6383,Female,31,Electronics,1,38.09,38.09
671,2025-05-27,CUST4911,Female,30,Home Decor,3,407.87,1223.6100000000001
672,2025-01-20,CUST4389,Female,62,Beauty,5,173.95,869.75
673,2025-02-16,CUST9442,Male,49,Electronics,1,289.97,289.97
674,2025-08-21,CUST3430,Female,51,Electronics,1,154.13,154.13
675,2025-11-01,CUST1458,Male,62,Home Decor,2,395.6,791.2
676,2025-01-14,CUST1207,Male,36,Beauty,5,445.52,2227.6
677,2025-05-23,CUST1899,Male,55,Electronics,1,211.35,211.35
678,2025-01-01,CUST1021,Male,33,Clothing,1,434.2,434.2
679,2025-02-23,CUST9601,Male,19,Home Decor,5,148.2,741.0
680,2025-09-16,CUST1894,Male,57,Electronics,3,276.64,829.92
681,2025-05-24,CUST1514,Female,34,Electronics,5,432.21,2161.0499999999997
682,2025-01-12,CUST8294,Male,51,Clothing,5,176.42,882.0999999999999
683,2025-11-26,CUST5904,Female,59,Clothing,3,477.94,1433.82
684,2025-08-12,CUST8867,Female,33,Home Decor,5,78.5,392.5
685,2025-09-29,CUST5109,Male,55,Home Decor,1,28.77,28.77
686,2025-12-24,CUST8179,Male,19,Clothing,5,453.98,2269.9
687,2025-06-05,CUST2560,Male,19,Home Decor,3,52.95,158.85000000000002
688,2025-01-08,CUST2266,Female,43,Clothing,4,496.11,1984.44
689,2025-05-02,CUST4638,Male,30,Electronics,5,476.67,2383.35
690,2025-12-14,CUST9941,Female,64,Clothing,2,85.77,171.54
691,2025-06-13,CUST4427,Male,48,Clothing,1,278.04,278.04
692,2025-03-31,CUST5780,Male,51,Beauty,1,108.76,108.76
693,2025-05-16,CUST2927,Female,56,Clothing,2,225.51,451.02
694,2025-07-05,CUST3356,Female,20,Clothing,2,49.48,98.96
695,2025-11-12,CUST5790,Male,25,Beauty,5,127.48,637.4
696,2025-06-27,CUST1306,Female,40,Home Decor,2,194.37,388.74
697,2025-01-28,CUST8979,Female,31,Beauty,4,230.55,922.2
698,2025-08-08,CUST4665,Female,44,Electronics,3,489.2,1467.6
699,2025-12-23,CUST8057,Female,46,Beauty,2,407.78,815.56
700,2025-02-10,CUST1661,Female,56,Electronics,2,373.96,747.92
701,2025-08-16,CUST5644,Male,56,Home Decor,4,277.78,1111.12
702,2025-07-11,CUST9503,Male,18,Beauty,1,423.2,423.2
703,2025-05-25,CUST3920,Female,34,Beauty,1,182.87,182.87
704,2025-07-20,CUST9946,Male,58,Home Decor,5,360.27,1801.35
705,2025-07-31,CUST7236,Male,47,Electronics,4,497.02,1988.08
706,2025-08-08,CUST7078,Female,30,Beauty,3,171.02,513.0600000000001
707,2025-08-28,CUST1352,Male,38,Electronics,3,343.53,1030.59
708,2025-02-15,CUST8005,Female,36,Beauty,4,425.27,1701.08
709,2025-02-04,CUST1158,Female,36,Clothing,3,459.59,1378.77
710,2025-09-10,CUST1956,Male,42,Beauty,1,364.61,364.61
711,2025-03-23,CUST3071,Female,39,Home Decor,3,156.13,468.39
712,2025-09-13,CUST9595,Female,48,Home Decor,3,176.62,529.86
713,2025-07-16,CUST4453,Female,34,Electronics,4,29.96,119.84
714,2025-10-30,CUST7675,Female,40,Beauty,4,385.23,1540.92
715,2025-01-10,CUST1955,Female,49,Electronics,3,40.52,121.56
716,2025-11-08,CUST7295,Male,27,Electronics,2,435.03,870.06
717,2025-10-13,CUST2712,Male,27,Clothing,4,76.96,307.84
718,2025-08-30,CUST5703,Female,53,Clothing,5,102.5,512.5
719,2025-09-08,CUST7563,Female,25,Home Decor,5,248.73,1243.6499999999999
720,2025-12-31,CUST6631,Male,69,Electronics,1,374.18,374.18
721,2025-01-05,CUST2394,Female,37,Home Decor,3,86.72,260.15999999999997
722,2025-04-29,CUST5732,Male,49,Beauty,2,231.23,462.46
723,2025-10-16,CUST4714,Female,67,Electronics,1,251.77,251.77
724,2025-03-06,CUST1529,Female,31,Electronics,3,121.9,365.70000000000005
725,2025-05-26,CUST3958,Female,67,Beauty,4,75.47,301.88
726,2025-08-12,CUST8904,Female,45,Beauty,5,421.48,2107.4
727,2025-08-27,CUST4591,Female,63,Home Decor,2,261.18,522.36
728,2025-06-26,CUST7895,Female,69,Home Decor,5,26.9,134.5
729,2025-09-24,CUST1525,Female,41,Beauty,4,405.43,1621.72
730,2025-12-07,CUST7477,Male,32,Home Decor,3,490.78,1472.34
731,2025-10-09,CUST1001,Male,39,Beauty,4,310.84,1243.36
732,2025-03-04,CUST1374,Male,47,Electronics,4,261.78,1047.12
733,2025-08-05,CUST5648,Female,21,Electronics,5,441.64,2208.2
734,2025-12-08,CUST3365,Female,30,Clothing,2,477.21,954.42
735,2025-11-11,CUST2525,Female,40,Electronics,4,382.18,1528.72
736,2025-10-10,CUST2646,Female,25,Beauty,5,233.82,1169.1
737,2025-06-26,CUST1013,Female,35,Home Decor,2,304.27,608.54
738,2025-04-08,CUST5599,Female,29,Clothing,3,356.45,1069.35
739,2025-04-15,CUST3278,Female,48,Home Decor,3,113.25,339.75
740,2025-04-09,CUST4155,Male,31,Beauty,1,234.66,234.66
741,2025-11-07,CUST9321,Female,51,Electronics,5,418.31,2091.55
742,2025-01-06,CUST4814,Male,35,Clothing,2,334.27,668.54
743,2025-07-16,CUST4216,Male,51,Beauty,4,217.38,869.52
744,2025-12-17,CUST9219,Female,28,Clothing,3,338.41,1015.23
745,2025-05-13,CUST3113,Female,58,Clothing,2,76.75,153.5
746,2025-12-24,CUST5356,Male,29,Electronics,5,212.72,1063.6
747,2025-09-16,CUST6543,Male,66,Beauty,1,400.7,400.7
748,2025-01-23,CUST5555,Female,32,Home Decor,3,125.84,377.52
749,2025-02-22,CUST8062,Female,48,Clothing,2,109.26,218.52
750,2025-06-14,CUST4374,Male,66,Clothing,2,476.39,952.78
751,2025-07-21,CUST7430,Female,46,Home Decor,2,120.75,241.5
752,2025-03-24,CUST4466,Female,43,Beauty,5,145.24,726.2
753,2025-05-25,CUST4081,Female,35,Clothing,5,485.42,2427.1
754,2025-03-26,CUST1629,Male,49,Clothing,5,372.66,1863.3000000000002
755,2025-03-19,CUST1269,Male,39,Clothing,4,355.81,1423.24
756,2025-01-01,CUST6724,Male,55,Beauty,2,429.4,858.8
757,2025-02-20,CUST6897,Female,34,Beauty,3,75.6,226.79999999999998
758,2025-06-22,CUST4432,Female,40,Home Decor,5,358.86,1794.3000000000002
759,2025-07-24,CUST7276,Male,41,Beauty,5,261.77,1308.85
760,2025-09-17,CUST6895,Male,67,Beauty,2,417.99,835.98
761,2025-10-15,CUST8115,Male,25,Electronics,5,263.91,1319.5500000000002
762,2025-02-03,CUST7656,Female,58,Home Decor,4,317.72,1270.88
763,2025-12-14,CUST1575,Male,23,Clothing,4,249.32,997.28
764,2025-04-05,CUST8029,Male,22,Beauty,5,249.52,1247.6000000000001
765,2025-03-13,CUST7099,Female,61,Clothing,2,388.63,777.26
766,2025-02-08,CUST4192,Female,46,Clothing,2,321.71,643.42
767,2025-06-03,CUST4178,Female,45,Electronics,2,323.97,647.94
768,2025-09-07,CUST7052,Male,28,Beauty,1,236.14,236.14
769,2025-06-11,CUST3734,Female,18,Home Decor,5,274.93,1374.65
770,2025-04-28,CUST7116,Female,60,Beauty,2,377.94,755.88
771,2025-09-16,CUST4568,Male,36,Clothing,4,416.45,1665.8
